,SMALL LoBO,ME1 BO2,SMALL HiBO,BIG LoBO,ME2 BO2,BIG HiBO
20180410,1.31,0.92,0.74,1.38,1.37,1.22
20180411,0.28,0.02,-0.36,-0.17,-0.43,-0.57
20180412,0.22,0.03,0.06,0.54,0.45,0.42
20180413,0.19,0.08,0,0.02,-0.09,-0.16
20180416,0.38,0.6,0.51,0.31,0.57,0.76
20180417,0.4,0.22,0.11,0.42,0.81,0.91
20180418,0.58,0.45,0.61,0.55,0.23,0.26
20180419,-0.09,-0.25,-0.4,0.14,-0.34,-0.66
20180420,-0.42,-0.42,-0.48,-0.33,-0.51,-0.9
20180423,-0.62,-0.45,-0.56,-0.13,-0.31,-0.12
20180424,-0.11,-0.04,-0.06,-0.35,-0.54,-0.77
20180425,-0.55,-0.74,-0.7,-0.45,-0.39,-0.13
20180426,0.38,0.08,0.31,0.47,0.81,0.72
20180427,0.05,0.2,0.12,-0.07,0.2,0.51
20180430,-0.28,-0.37,-0.31,-0.33,-0.49,-0.58
20180501,-0.3,-0.22,-0.34,-0.29,-0.12,-0.06
20180502,0.41,0.32,0.38,-0.39,-0.35,-0.23
20180503,-0.03,0.11,0.07,-0.37,-0.02,-0.03
20180504,0.49,0.48,0.17,0.72,0.73,0.92
20180507,0.47,0.36,0.32,0.42,0.33,0.25
20180508,0.14,0.22,0.26,0.14,-0.09,-0.02
20180509,0.42,0.03,0.03,0.77,0.64,0.3
20180510,0.43,0.58,0.44,0.66,0.86,0.74
20180511,0.45,0.44,0.57,0.32,0.34,0.35
20180514,0.02,-0.13,0.01,0.14,0.13,0.06
20180515,-0.42,-0.42,-0.45,-0.37,-0.72,-0.7
20180516,0.3,0.32,0.31,-0.07,0.16,0.4
20180517,0.47,0.36,0.3,0.28,0.12,0.05
20180518,0.09,0.06,-0.05,-0.47,-0.22,0
20180521,0.36,0.49,0.48,0.44,0.58,0.7
20180522,-0.28,-0.27,-0.4,0,-0.17,-0.3
20180523,-0.3,-0.26,-0.27,-0.82,-0.37,-0.03
20180524,-0.17,-0.01,1.41,-0.53,-0.16,0
20180525,-0.58,-0.33,-1.67,-0.84,-0.26,-0.15
20180528,-0.23,-0.2,-0.12,-0.24,-0.12,-0.06
20180529,-0.44,-0.67,-0.73,-1.56,-1.21,-0.86
20180530,0.62,0.48,0.45,1.18,0.8,0.78
20180531,0.15,-0.08,0.4,-0.42,-0.24,-0.45
20180601,0.34,0.28,-0.1,0.75,0.77,0.66
20180604,0.46,0.77,0.83,0.29,0.66,0.75
20180605,0.3,0.35,0.29,-0.24,0.03,0.23
20180606,0.35,0.32,0.27,0.81,0.55,0.67
20180607,0.21,0.2,0.36,0.42,-0.11,-0.01
20180608,-0.08,0.01,0.07,-0.19,0.04,0.07
20180611,0.01,0.26,0.32,0.46,0.22,0.26
20180612,0.04,-0.06,0.16,-0.16,0.01,0.17
20180613,0.06,0,-0.07,-0.11,0.08,-0.23
20180614,-0.42,-0.57,-0.57,-0.36,-0.21,-0.02
20180615,-0.51,-0.39,-0.23,-0.69,-0.09,0.01
20180618,0.09,-0.15,-0.06,-0.19,-0.41,-0.42
20180619,-0.59,-0.83,-1.03,-0.61,-0.75,-0.74
20180620,0.51,0.3,0.47,0.25,0.2,0.27
20180621,-0.7,-0.46,-0.17,-0.72,-0.56,-0.41
20180622,0.49,0.43,0.39,0.79,0.44,0.24
20180625,-1.4,-1.24,-1.26,-1.53,-1.39,-1.22
20180626,0.09,0.13,-0.22,0.22,-0.02,-0.06
20180627,-0.99,-0.74,-0.63,-0.4,-0.73,-0.68
20180628,-0.1,-0.32,-0.49,0.07,0.08,0.23
20180629,0.62,0.62,0.57,0.61,0.63,0.48
20180702,-0.47,-0.7,-1.25,-0.69,-0.33,-0.33
20180703,0.14,0.12,0.12,0.2,-0.01,-0.1
20180704,-0.08,-0.11,-0.2,0.1,-0.04,0.07
20180705,0.08,0.13,-0.22,0.45,0.57,0.65
20180706,0.86,0.73,0.89,0.81,0.86,0.86
20180709,0.62,0.77,0.91,0.99,0.79,0.89
20180710,-0.1,-0.06,-0.13,0.03,0.23,0.45
20180711,-1.19,-1.38,-1.61,-1.31,-1.12,-1.01
20180712,0.29,0.23,0.32,0.49,0.7,1
20180713,0.11,0.4,0.45,0.15,0.18,0.51
20180716,-0.24,-0.1,-0.15,0.03,-0.03,-0.21
20180717,0.09,0.11,-0.08,0.02,0.12,0.38
20180718,0.29,0.42,0.47,0.51,0.32,0.17
20180719,0.04,0.04,-0.05,-0.27,-0.38,-0.24
20180720,0.25,0.19,0.28,0.2,0.22,0.22
20180723,-0.12,-0.32,-0.45,0.12,-0.05,-0.31
20180724,-0.09,0.1,0.45,0.46,0.53,0.39
20180725,0.48,0.42,0.43,0.53,0.64,0.81
20180726,0.12,0.38,0.27,0.22,-0.39,-0.15
20180727,-0.51,-0.17,0.04,-0.06,-0.13,-0.39
20180730,-0.19,-0.15,-0.24,0.08,-0.47,-0.6
20180731,0.03,0.03,-0.26,0.07,0.12,0.37
20180801,0.06,-0.08,-0.21,-0.06,-0.35,-0.08
20180802,-0.41,-0.36,-0.74,-0.51,-0.27,0.16
20180803,-0.41,-0.24,-0.09,0.12,0.32,0.42
20180806,0.01,-0.07,-0.29,0.05,0.18,0.23
20180807,0.33,0.38,0.25,0.51,0.47,0.44
20180808,0.12,0.13,0.21,-0.02,0.09,-0.04
20180809,-0.12,-0.11,-0.05,-0.28,-0.27,-0.04
20180810,-0.66,-0.95,-0.99,-1.2,-1.11,-0.95
20180813,-1.02,-0.95,-0.93,-0.93,-0.56,-0.32
20180814,0.25,0.37,0.51,0.19,0.38,0.56
20180815,-1.1,-0.98,-0.83,-1.21,-0.94,-0.78
20180816,0.2,0.06,-0.25,0.64,0.5,0.73
20180817,0.56,0.69,0.6,0.44,0.39,0.45
20180820,0.33,0.36,0.2,0.49,0.5,0.34
20180821,0.84,0.81,0.57,0.67,0.33,0.29
20180822,0.56,0.34,0.4,0.28,0.15,0
20180823,-0.4,-0.41,-0.29,-0.5,-0.43,-0.23
20180824,0.62,0.54,0.79,0.64,0.7,0.6
20180827,0.71,0.73,1.03,0.97,0.96,0.89
20180828,-0.07,-0.05,-0.11,0.02,0,0.14
20180829,0.35,0.21,0.19,0.41,0.39,0.55
20180830,-0.03,-0.12,0.09,-0.56,-0.47,-0.29
20180831,-0.04,-0.17,-0.41,-0.61,-0.55,-0.16
20180903,-0.26,-0.41,-0.48,-0.07,-0.07,-0.04
20180904,-0.46,-0.61,-0.53,-0.26,-0.57,-0.34
20180905,-0.5,-0.27,-0.2,-0.44,-0.61,-0.65
20180906,-0.56,-0.47,-0.59,-0.52,-0.37,-0.31
20180907,-0.48,-0.55,-0.63,-0.45,-0.35,-0.36
20180910,0.21,0.17,0.32,0.43,0.26,0.36
20180911,0,-0.04,-0.12,0.17,0.28,0.46
20180912,-0.02,0.03,0.12,0.24,0.18,0.27
20180913,0.12,0.18,0.1,0.48,0.35,0.56
20180914,0.22,0.38,0.41,0.28,0.24,-0.04
20180917,-0.25,0.06,0.23,-0.08,-0.18,-0.39
20180918,0.62,0.38,0.38,0.49,0.59,0.55
20180919,0.33,0.37,0.44,0.77,0.39,-0.01
20180920,0.75,0.61,0.5,0.93,0.8,0.85
20180921,0,0.17,0.12,0.16,0.1,0.12
20180924,-0.22,-0.48,-0.41,-0.43,-0.28,-0.44
20180925,0.42,0.3,0.35,0.35,0.12,0.13
20180926,-0.32,-0.21,0.28,-0.24,-0.14,-0.02
20180927,-0.69,-0.71,-0.92,-0.42,-0.25,0.03
20180928,0.06,0.13,-0.08,-0.71,-0.2,0.02
20181001,-0.53,-0.37,-0.16,0.19,0.15,0.2
20181002,-0.68,-0.48,-0.74,-0.37,-0.28,-0.27
20181003,-0.11,-0.31,-0.57,0.02,-0.18,-0.18
20181004,-0.66,-0.48,-0.32,-0.18,-0.71,-1.1
20181005,-0.67,-0.88,-0.88,-0.46,-0.6,-0.71
20181008,-0.72,-0.48,-0.45,-0.53,-0.47,-0.39
20181009,-0.54,-0.72,-1.08,-0.12,-0.29,-0.21
20181010,-1.43,-1.29,-1.08,-1.87,-2.32,-2.81
20181011,-1.87,-1.89,-2.15,-2.27,-1.9,-1.76
20181012,0.35,0.22,0.62,0.24,0.64,1.29
20181015,-0.19,-0.15,-0.26,-0.29,-0.36,-0.55
20181016,1.38,1.26,1.02,1.44,1.7,1.98
20181017,-0.1,-0.16,0.07,-0.12,-0.17,-0.26
20181018,-0.94,-0.88,-0.84,-1.01,-1.14,-1.29
20181019,-0.88,-0.61,-0.67,-0.22,0,-0.09
20181022,-0.6,-0.27,-0.15,-0.81,-0.49,-0.14
20181023,-1.42,-1.6,-1.56,-1.27,-1.06,-0.92
20181024,-1.97,-1.57,-1.1,-2.31,-2.11,-2.43
20181025,-0.22,-0.41,-1.23,0.41,0.69,1.24
20181026,-0.54,-0.66,-0.89,-0.81,-1.05,-1.33
20181029,-0.47,-0.24,-0.53,0,-0.24,-0.7
20181030,0.81,0.94,1.07,0.71,1.04,1.18
20181031,1.12,1.18,1.45,1.31,1.42,1.22
20181101,1.8,1.54,1.42,1.28,0.94,1.09
20181102,0.62,0.72,0.73,0.24,-0.06,-0.26
20181105,-0.32,-0.18,-0.23,0.32,0.01,-0.02
20181106,0.36,0.37,0.24,0.44,0.5,0.48
20181107,0.89,0.81,0.61,1,1.48,1.84
20181108,-0.16,-0.05,-0.02,-0.13,-0.2,-0.11
20181109,-1.16,-0.85,-0.71,-1,-0.8,-0.91
20181112,-1.75,-1.45,-1.47,-1.82,-1.54,-1.76
20181113,-0.51,-0.3,-0.31,0.07,-0.06,0
20181114,-0.66,-0.43,-0.42,-0.54,-0.4,-0.52
20181115,0.49,0.24,-0.06,0.34,0.68,0.56
20181116,0.39,0.32,0.04,0.39,0.38,0.14
20181119,-0.94,-0.47,-0.17,-0.77,-0.99,-1.54
20181120,-1.52,-1.82,-1.97,-1.8,-1.55,-1.94
20181121,0.61,0.53,0.34,0.66,0.68,0.45
20181122,0.26,0.28,0.52,-0.08,0,0.04
20181123,-0.19,-0.14,-0.15,-0.49,-0.39,-0.39
20181126,0.39,0.36,0.39,1.39,1.11,1.22
20181127,-0.35,-0.32,-0.05,-0.16,-0.05,0.15
20181128,1.48,1.46,1.49,1.37,1.46,2.16
20181129,0.23,0.16,0.4,0.25,0.14,-0.16
20181130,0.03,0.14,0.12,-0.08,0.21,0.52
20181203,1.18,0.97,1.26,1.31,1.24,1.42
20181204,-2.31,-2.35,-2.11,-2.43,-2.21,-2.78
20181205,-0.58,-0.55,-0.65,-0.49,-0.39,-0.24
20181206,-0.98,-1.27,-1.51,-1.48,-1.16,-0.56
20181207,-0.53,-0.63,-0.39,-0.82,-0.97,-1.66
20181210,-1.47,-1.87,-2.4,-1.34,-0.88,-0.38
20181211,-0.48,-0.19,-0.54,-0.14,0.11,0.25
20181212,1.39,1.52,1.6,1.45,1.29,0.95
20181213,-0.61,-0.33,-0.21,-0.17,-0.06,-0.05
20181214,-1.31,-1.43,-1.46,-1.28,-1.46,-1.97
20181217,-1.2,-1.07,-0.9,-1.13,-1.29,-1.52
20181218,-0.79,-0.59,-0.85,-0.62,-0.47,0.06
20181219,-0.91,-0.78,-0.34,-0.58,-0.73,-1.2
20181220,-1.62,-1.22,-1.57,-1.4,-1.24,-1.49
20181221,-1.82,-1.61,-1.77,-1.64,-1.61,-1.81
20181224,-0.25,-0.37,-0.13,-1.04,-1.4,-1.66
20181225,-1.07,-1.18,-1.73,-0.65,-0.5,-0.48
20181226,1.77,1.49,1.25,2.21,2.39,3.4
20181227,1.13,1.42,1.92,0.88,0.95,0.87
20181228,1.21,1.13,0.85,0.93,0.46,0.35
20181231,0.81,0.79,0.75,0.76,0.7,0.92
20190101,-0.03,-0.03,-0.05,-0.02,-0.01,-0.01
20190102,0.44,0.05,0.12,-0.26,-0.23,-0.11
20190103,-0.24,-0.32,-0.14,-0.97,-1.17,-1.87
20190104,1.65,1.26,0.97,2.51,2.55,2.77
20190107,1.76,1.68,2.24,1.14,0.86,0.98
20190108,0.74,0.75,0.63,0.63,0.78,0.99
20190109,1.08,1.37,1.47,1.1,1.05,0.89
20190110,-0.18,-0.22,-0.42,0.22,0.07,0.15
20190111,0.02,0.12,0.26,0.07,0.02,-0.12
20190114,-0.58,-0.41,-0.26,-0.22,-0.44,-0.57
20190115,0.37,0.25,0.27,0.6,0.79,0.7
20190116,0.07,0.14,0.08,0.6,0.16,-0.02
20190117,0.31,0.43,0.57,0.46,0.48,0.57
20190118,0.54,0.62,0.76,1.23,1.14,1.23
20190121,0.23,0.18,0.09,0.07,0.02,0.07
20190122,-0.97,-0.83,-0.76,-1.12,-0.98,-1.19
20190123,-0.17,-0.15,-0.07,-0.14,0.06,0.22
20190124,0.3,0.27,0.34,0.09,0.21,0.06
20190125,1.21,1.09,1.16,1.33,1.03,0.94
20190128,-0.62,-0.38,-0.19,-0.71,-0.58,-0.83
20190129,-0.02,-0.01,0.04,-0.04,0.08,-0.05
20190130,0.55,0.54,0.14,0.95,1.06,1.59
20190131,0.6,0.64,0.84,0.26,0.82,0.66
20190201,-0.08,-0.17,-0.19,0.17,0.24,-0.07
20190204,0.68,0.66,0.7,0.23,0.35,0.62
20190205,0.07,0.27,0.4,0.46,0.61,0.76
20190206,-0.18,-0.18,-0.26,-0.19,-0.28,-0.26
20190207,-0.91,-0.92,-0.78,-1.31,-1.03,-0.85
20190208,-0.41,-0.74,-1,-0.55,-0.3,-0.24
20190211,0.15,0.19,0.17,0.32,0.05,0.05
20190212,1.18,1.3,1.27,1.25,1.23,1.34
20190213,0.2,0.33,0.32,0.23,0.24,0.34
20190214,0.17,0.2,0.32,-0.26,0,-0.06
20190215,0.73,0.64,0.31,1.06,0.92,0.78
20190218,0.58,0.65,0.67,0.4,0.28,0.22
20190219,0.3,0.42,0.33,0.14,0.29,0.16
20190220,0.21,0.45,0.32,0.48,0.31,0.3
20190221,-0.18,-0.13,-0.14,-0.49,-0.31,-0.13
20190222,0.51,0.42,0.37,0.07,0.48,0.67
20190225,0.33,0.11,0.28,0.56,0.21,0.15
20190226,-0.08,-0.08,0.21,0.07,0.03,0.11
20190227,0.11,0.05,-0.13,0.23,-0.21,-0.12
20190228,-0.25,-0.27,-0.52,-0.28,-0.24,-0.27
20190301,0.43,0.32,0.42,0.47,0.53,0.57
20190304,0.03,0,0.32,-0.2,-0.2,-0.04
20190305,-0.34,-0.46,-0.47,-0.31,-0.08,-0.22
20190306,-1.13,-0.72,-0.45,-0.47,-0.49,-0.5
20190307,-0.87,-1.05,-1.15,-1.06,-0.79,-0.91
20190308,-0.55,-0.65,-1.04,-0.54,-0.43,-0.34
20190311,1.01,0.89,0.8,1.17,1.03,1.26
20190312,0.58,0.35,0.52,0.5,0.42,0.27
20190313,0.47,0.36,0.41,0.67,0.64,0.56
20190314,-0.3,-0.51,-0.52,0.06,-0.11,-0.06
20190315,0.53,0.53,0.55,0.7,0.54,0.75
20190318,0.62,0.62,0.7,0.59,0.4,0.54
20190319,-0.09,-0.21,-0.03,0.03,0.15,0.1
20190320,0.02,-0.07,-0.1,-0.39,-0.25,-0.2
20190321,0.21,0.09,0.05,0.14,0.48,0.92
20190322,-1.64,-1.33,-0.98,-1.97,-1.55,-1.53
20190325,-0.59,-0.62,-0.97,-0.53,-0.38,-0.28
20190326,0.84,0.84,0.85,0.74,0.73,0.73
20190327,-0.22,0.09,0.32,-0.18,-0.37,-0.16
20190328,-0.32,-0.32,-0.43,-0.08,-0.03,0.1
20190329,0.37,0.41,0.52,0.59,0.6,0.72
20190401,0.93,1.09,0.97,1.45,1.22,1.06
20190402,0.07,-0.15,-0.28,0.19,0.06,0.05
20190403,0.58,0.65,0.89,0.52,0.49,0.54
20190404,-0.02,0.08,0.13,-0.1,0,0.07
20190405,0.56,0.41,0.25,0.35,0.32,0.35
20190408,0.04,0.1,0.25,0.03,0.12,0.25
20190409,-0.6,-0.53,-0.43,-0.39,-0.4,-0.54
20190410,0.5,0.5,0.5,0.17,0.3,0.38
20190411,-0.41,-0.16,-0.23,-0.02,-0.17,0.03
20190412,0.19,0.53,0.48,0.57,0.54,0.64
20190415,0.32,0.43,0.44,0.16,0.12,0.2
20190416,0,0.2,0.27,0.44,-0.01,0.2
20190417,-0.4,0.02,0.05,-0.18,-0.12,0.08
20190418,-0.66,-0.55,-0.63,-0.37,-0.14,0.1
20190419,0.11,0.11,0.19,0.05,0.04,0.03
20190422,0,-0.28,-0.18,0.15,0.15,-0.02
20190423,0.58,0.5,0.42,0.4,0.59,0.66
20190424,-0.44,-0.32,-0.28,-0.7,-0.37,-0.38
20190425,-0.07,-0.32,0.15,-0.02,0.03,-0.24
20190426,0.38,0.31,0.19,0.52,0.41,0.32
20190429,0.34,0.24,0.21,0.58,0.29,-0.01
20190430,-0.15,0.08,0.15,0.13,0.03,0.13
20190501,-0.42,-0.41,-0.23,-0.57,-0.55,-0.44
20190502,-0.05,-0.24,-0.37,-0.32,-0.31,-0.32
20190503,1.1,1,0.83,0.86,0.76,1.02
20190506,-0.3,-0.56,-0.59,-0.66,-0.49,-0.62
20190507,-0.94,-0.91,-0.62,-1.41,-1.32,-1.4
20190508,-0.49,-0.71,-0.57,-0.35,-0.21,-0.21
20190509,-0.84,-0.78,-0.98,-0.66,-0.59,-0.64
20190510,0.33,0.4,0.29,0.32,0.46,0.21
20190513,-1.84,-1.65,-1.16,-1.95,-1.72,-2.22
20190514,0.55,0.2,0.23,0.81,0.48,0.75
20190515,0.35,0.33,0.42,0.22,0.6,0.7
20190516,0.22,0.13,-0.06,0.7,0.78,0.79
20190517,-0.47,-0.38,-0.12,-0.56,-0.45,-0.43
20190520,-0.53,-0.53,-0.48,-0.48,-0.48,-0.6
20190521,0.42,0.33,-0.04,0.58,0.59,0.61
20190522,-0.33,-0.39,-0.21,-0.49,-0.14,-0.24
20190523,-1.05,-1.05,-0.71,-1.14,-1.19,-0.96
20190524,0.73,0.57,0.48,0.61,0.4,0.28
20190527,0.05,0.06,0.09,0.05,0.06,0.05
20190528,-0.1,-0.15,0.23,-0.55,-0.54,-0.46
20190529,-0.86,-0.97,-0.95,-0.88,-0.93,-1.02
20190530,-0.12,-0.17,-0.16,0.04,0.13,0.2
20190531,-0.57,-0.51,-0.21,-0.83,-0.91,-1.05
20190603,-0.22,0.01,-0.26,0.47,-0.08,-0.09
20190604,1.22,1.27,0.89,1.62,1.44,1.63
20190605,0.12,0.33,0.44,0.43,0.55,0.85
20190606,-0.25,-0.14,-0.02,0.32,0.37,0.68
20190607,0.82,0.84,0.94,0.82,0.99,1.31
20190610,0.4,0.46,0.58,0.5,0.44,0.57
20190611,0.04,0.41,0.33,0.16,0.26,0.29
20190612,-0.28,-0.24,-0.17,-0.66,-0.47,-0.15
20190613,0.26,0.1,-0.06,0.18,0.15,0.28
20190614,-0.65,-0.51,-0.34,-0.46,-0.41,-0.31
20190617,0.15,-0.13,-0.31,-0.01,0.03,-0.05
20190618,0.44,0.44,0.15,1.08,1,1
20190619,0.75,0.84,0.9,0.77,0.61,0.41
20190620,0.83,0.87,1.11,0.85,1.06,0.98
20190621,-0.24,-0.22,-0.3,-0.23,0.02,-0.3
20190624,-0.47,-0.32,-0.12,-0.24,-0.08,-0.04
20190625,-0.46,-0.32,-0.51,-0.49,-0.69,-0.89
20190626,-0.32,-0.26,-0.33,-0.07,-0.34,-0.01
20190627,1.15,1.04,0.95,0.65,0.5,0.37
20190628,0.78,0.64,0.55,0.66,0.67,0.27
20190701,0.43,0.4,0.55,0.56,0.5,0.71
20190702,0.01,0.05,0.31,0.26,0.33,0.43
20190703,0.46,0.24,0.17,0.72,0.6,0.69
20190704,0.35,0.22,0.34,0.21,0.09,0.07
20190705,-0.29,-0.33,-0.32,-0.33,-0.4,-0.52
20190708,-0.83,-0.84,-0.75,-0.65,-0.59,-0.49
20190709,-0.16,-0.76,-0.79,0.01,-0.15,0.03
20190710,0.38,0.25,0.52,0.13,0.33,0.5
20190711,0.01,0.01,0.17,0.2,0.22,0.07
20190712,0.3,0.63,0.55,0.28,0.28,0.61
20190715,-0.31,-0.23,-0.14,0.05,-0.07,0.14
20190716,-0.44,-0.27,-0.29,-0.37,-0.31,-0.29
20190717,-0.23,-0.41,-0.52,-0.38,-0.32,-0.48
20190718,-0.09,-0.44,-0.48,0.34,0.03,0.18
20190719,0.01,0.33,0.5,-0.28,-0.27,-0.34
20190722,-0.13,-0.14,-0.29,-0.15,0.07,0.25
20190723,0.13,0.47,0.49,0.44,0.58,0.59
20190724,0.68,0.72,0.54,0.4,0.36,0.48
20190725,-0.61,-0.46,-0.49,-0.73,-0.41,-0.53
20190726,0.34,0.06,-0.19,0.37,0.64,0.27
20190729,-0.42,-0.38,-0.28,-0.46,-0.13,-0.1
20190730,0.44,0.23,0.16,-0.39,-0.38,-0.49
20190731,-0.79,-0.59,-0.62,-0.81,-0.86,-1.01
20190801,-0.4,-0.53,-0.42,-0.25,-0.45,-0.37
20190802,-1.21,-1.18,-1.22,-1.37,-1.14,-1.04
20190805,-2,-1.85,-1.95,-2.34,-2.22,-2.71
20190806,-0.02,-0.09,-0.52,0.26,0.35,0.81
20190807,-0.02,-0.01,0.11,0.07,-0.01,0.39
20190808,1.15,1.1,1.06,1.57,1.49,1.75
20190809,-0.43,-0.59,-0.67,-0.67,-0.55,-0.62
20190812,-0.62,-0.51,-0.58,-1.05,-0.77,-0.81
20190813,-0.29,-0.4,-0.53,0.26,0.48,1.06
20190814,-1.17,-1.3,-1.07,-2.11,-2.14,-2.28
20190815,-0.75,-0.85,-1.2,-0.26,-0.27,0.09
20190816,1.02,0.99,0.8,1.4,1.12,1.25
20190819,0.93,0.96,0.92,0.77,1,1.22
20190820,0.09,0.14,0.44,-0.34,-0.53,-0.43
20190821,0.21,0.23,0.1,0.49,0.61,0.84
20190822,-0.13,-0.01,0.01,-0.07,-0.17,-0.19
20190823,-0.83,-0.69,-0.44,-1.06,-1.41,-1.89
20190826,-0.49,-0.63,-0.84,-0.04,0.26,0.51
20190827,-0.22,0.08,0.06,-0.16,0.06,0.17
20190828,0.19,0.1,-0.09,0.07,0.28,0.39
20190829,0.55,0.62,0.43,0.85,1,1.07
20190830,0.4,0.66,0.77,0.21,0.33,0.22
20190902,-0.26,-0.24,-0.36,-0.19,-0.07,0.02
20190903,-0.4,-0.32,-0.18,-0.41,-0.37,-0.58
20190904,0.64,0.82,0.6,1.27,0.99,1.17
20190905,1.08,1.34,1.45,1.07,1.07,1.33
20190906,-0.07,0.03,0.09,0.1,0.16,0.09
20190909,0.56,0.93,1.07,0.33,0.25,-0.24
20190910,0.74,0.56,0.33,0.52,0.21,-0.29
20190911,1.27,1.14,1,0.93,0.75,0.66
20190912,0.11,0.13,-0.04,0.23,0.4,0.4
20190913,0.47,0.75,0.7,0.57,0.32,0.03
20190916,0.1,-0.11,-0.03,-0.5,-0.4,-0.6
20190917,-0.12,-0.13,-0.06,0.08,0.2,0.47
20190918,-0.63,-0.57,-0.49,-0.29,-0.2,-0.09
20190919,0.23,0.37,0.42,0.32,0.2,0.21
20190920,0.27,0.02,0.07,0,-0.12,-0.55
20190923,-0.29,-0.33,-0.26,-0.47,-0.26,-0.12
20190924,-0.51,-0.24,-0.06,-0.64,-0.29,-0.47
20190925,-0.41,-0.38,-0.71,-0.28,-0.19,0.13
20190926,-0.56,-0.31,-0.26,-0.2,-0.07,-0.12
20190927,-0.41,-0.09,-0.04,-0.13,-0.03,-0.42
20190930,-0.38,-0.13,-0.16,-0.06,0.06,0.38
20191001,-0.55,-0.47,-0.07,-0.87,-0.99,-0.67
20191002,-0.56,-0.98,-0.88,-1.53,-1.86,-1.74
20191003,-0.24,-0.53,-0.68,0.21,0.14,0.5
20191004,0.6,0.64,0.62,0.87,1.14,1.24
20191007,-0.15,-0.12,-0.01,-0.13,-0.14,-0.21
20191008,-0.65,-0.58,-0.37,-1.24,-1.23,-1.06
20191009,-0.01,0.03,-0.16,0.39,0.57,0.71
20191010,0.28,0.43,0.29,0.67,0.65,0.71
20191011,1.09,1.45,1.35,1.58,1.29,1.36
20191014,-0.13,-0.26,-0.24,-0.16,-0.18,-0.17
20191015,0.97,0.93,0.95,1.17,0.98,0.92
20191016,0.39,0.36,0.46,0.03,0.05,0
20191017,0.63,0.64,0.55,0.34,0.31,0.25
20191018,-0.14,0.01,0.12,-0.19,-0.09,-0.52
20191021,0.54,0.51,0.66,0.61,0.46,0.61
20191022,-0.1,-0.05,0.17,-0.23,-0.08,-0.33
20191023,0.14,0.28,0.37,0.3,0.28,0.07
20191024,-0.02,-0.12,0,0.19,0.15,0.49
20191025,0.36,0.45,0.55,0.16,0.22,0.47
20191028,0.39,0.4,0.28,0.33,0.42,0.57
20191029,0.3,0.33,0.27,0.23,0.1,-0.22
20191030,0.07,-0.07,-0.01,0.13,0.27,0.51
20191031,-0.02,-0.11,0.1,-0.21,-0.3,-0.14
20191101,0.85,0.85,0.75,0.91,0.78,0.88
20191104,0.2,0.45,0.48,0.54,0.41,0.35
20191105,0.24,0.31,0.35,0.05,0.15,-0.1
20191106,-0.32,-0.2,-0.23,0.15,0.05,-0.02
20191107,0.16,0.47,0.47,0.33,0.33,0.3
20191108,0.16,-0.02,-0.11,0.08,0.02,0.1
20191111,-0.01,0.21,0.34,-0.12,-0.12,-0.05
20191112,0.14,0.1,0.04,0.34,0.11,0.16
20191113,-0.35,-0.48,-0.36,-0.47,-0.08,-0.04
20191114,-0.18,-0.14,-0.18,-0.17,-0.09,0.04
20191115,0.59,0.51,0.75,0.84,0.76,0.58
20191118,0.03,-0.09,0.16,0.08,0.03,0.17
20191119,0.38,-0.01,-0.09,0.25,-0.07,-0.09
20191120,-0.19,-0.44,-0.51,-0.21,-0.4,-0.43
20191121,-0.38,-0.33,-0.23,-0.17,-0.17,-0.32
20191122,0.21,0.13,0.36,0.15,0.15,0.24
20191125,0.95,0.98,0.72,0.85,0.68,0.87
20191126,0.14,0.2,0.25,-0.06,0.2,0.37
20191127,0.37,0.3,0.35,0.29,0.21,0.36
20191128,0.01,-0.01,-0.03,0,-0.05,0.01
20191129,-0.05,-0.34,-0.28,-0.42,-0.42,-0.43
20191202,-0.21,-0.03,0.07,-0.45,-0.53,-0.72
20191203,-0.25,-0.42,-0.54,-0.55,-0.54,-0.71
20191204,0.52,0.64,0.52,0.45,0.61,0.52
20191205,0.23,0.5,0.36,0.23,0.18,0.2
20191206,0.69,0.66,0.61,0.72,0.72,0.87
20191209,0.16,0.03,0,-0.17,-0.27,-0.25
20191210,0.12,0.06,-0.06,0.01,-0.11,-0.1
20191211,0.16,0.3,0.18,0.28,0.28,0.47
20191212,0.33,0.28,0.09,0.78,0.62,0.5
20191213,0.55,0.66,0.5,0.57,0.32,0.42
20191216,0.53,0.6,0.69,0.89,0.8,0.73
20191217,0.2,0.13,0.15,-0.01,-0.12,0.05
20191218,-0.18,-0.14,-0.14,-0.14,-0.17,-0.19
20191219,0.29,0.1,0.16,0.13,0.2,0.44
20191220,0.01,0.13,0.17,0.26,0.29,0.47
20191223,0.34,0.08,0.12,0.07,0.08,0.15
20191224,0.33,0.21,0.25,0.09,0,0
20191225,-0.1,-0.11,-0.08,-0.02,-0.02,-0.01
20191226,0.17,0.14,0.24,0.19,0.26,0.55
20191227,0.29,0.51,0.55,0.24,0.26,0.3
20191230,-0.05,-0.01,0.04,-0.39,-0.48,-0.52
20191231,0.34,0.24,0.11,0.27,0.18,0.14
20200101,-0.03,-0.03,-0.04,-0.01,-0.01,-0.01
20200102,0.2,0.26,0.19,0.72,0.53,0.9
20200103,-0.27,-0.27,-0.28,-0.45,-0.46,-0.59
20200106,-0.45,-0.46,-0.56,0.01,0.13,0.03
